10-12-2015 03:24:50 |--| STATUS : ERROR |--| CODE : nn |--| RATE : B2-CREDITCARD-8000 |--| COMPTElogin : test
26-02-2016 17:14:02 |--| STATUS : OK |--| CODE : M9T2FNLG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pikaiminus
26-02-2016 17:18:20 |--| STATUS : OK |--| CODE : 3EN6C6UG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : pikaiminus
26-02-2016 17:32:35 |--| STATUS : ERROR |--| CODE : 1f1a466a53 |--| RATE : RE-FR-INTERNETPLUS-999 |--| COMPTElogin : Azaro
26-02-2016 17:40:57 |--| STATUS : OK |--| CODE : mtw6cugs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Zertios78
26-02-2016 17:41:47 |--| STATUS : OK |--| CODE : wmz1i7es |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : latetebruler
26-02-2016 17:41:59 |--| STATUS : OK |--| CODE : p473qc7s |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : Zertios78
26-02-2016 17:42:13 |--| STATUS : OK |--| CODE : wpjqcuus |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : latetebruler
26-02-2016 17:42:56 |--| STATUS : OK |--| CODE : 8m643rps |--| RATE : RE-FR-SMS-300 |--| COMPTElogin : latetebruler
26-02-2016 17:55:37 |--| STATUS : ERROR |--| CODE : 0193813039433635 |--| RATE : PAYSAFECARD-1000 |--| COMPTElogin : antoine40landes
26-02-2016 17:56:02 |--| STATUS : ERROR |--| CODE : 0193813039493635 |--| RATE : PAYSAFECARD-1000 |--| COMPTElogin : antoine40landes
26-02-2016 17:56:57 |--| STATUS : ERROR |--| CODE : 0193813039433635 |--| RATE : PAYSAFECARD-1000 |--| COMPTElogin : antoine40landes
26-02-2016 17:57:40 |--| STATUS : ERROR |--| CODE : 0193813039433635 |--| RATE : PAYSAFECARD-1000 |--| COMPTElogin : antoine40landes
26-02-2016 17:58:04 |--| STATUS : ERROR |--| CODE : 0193813039433635 |--| RATE : PAYSAFECARD-500 |--| COMPTElogin : antoine40landes
26-02-2016 17:58:50 |--| STATUS : ERROR |--| CODE : 01938130394333635 |--| RATE : PAYSAFECARD-1000 |--| COMPTElogin : antoine40landes
26-02-2016 18:06:42 |--| STATUS : OK |--| CODE : PB6Z579E |--| RATE : PAYSAFECARD-1000 |--| COMPTElogin : antoine40landes
26-02-2016 18:20:24 |--| STATUS : OK |--| CODE : 8qqum8js |--| RATE : RE-FR-SMS-300 |--| COMPTElogin : VicCre
26-02-2016 18:21:02 |--| STATUS : OK |--| CODE : CMJPR52S |--| RATE : B2-CREDITCARD-300 |--| COMPTElogin : Erwicbodein
26-02-2016 18:30:57 |--| STATUS : OK |--| CODE : zg7qz7js |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : 4a9ff0b5b
26-02-2016 18:31:49 |--| STATUS : OK |--| CODE : Cgreqtmu |--| RATE : B2-CREDITCARD-1500 |--| COMPTElogin : kamata4
26-02-2016 18:45:42 |--| STATUS : OK |--| CODE : 7rqdi7ks |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Nitro2006
26-02-2016 18:49:18 |--| STATUS : OK |--| CODE : 499nuwfs |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : kamata4
26-02-2016 19:16:23 |--| STATUS : OK |--| CODE : 1njw7a4g |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
26-02-2016 19:18:18 |--| STATUS : OK |--| CODE : mwk27ctg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
26-02-2016 19:19:29 |--| STATUS : OK |--| CODE : 2fmmq3gg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
26-02-2016 19:56:02 |--| STATUS : OK |--| CODE : zuh8l9ks |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : laurentdu91
26-02-2016 19:56:33 |--| STATUS : OK |--| CODE : ckuub1ps. |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : laurentdu91
26-02-2016 20:11:09 |--| STATUS : OK |--| CODE : rt4wutcg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : tonio83250
26-02-2016 20:12:04 |--| STATUS : OK |--| CODE : u7qweb7g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : tonio83250
26-02-2016 20:20:44 |--| STATUS : OK |--| CODE : tfgdpu7s. |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : laurentdu91
26-02-2016 20:21:51 |--| STATUS : OK |--| CODE : prwle7rs. |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : laurentdu91
26-02-2016 20:27:44 |--| STATUS : OK |--| CODE : dc3uurgg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
26-02-2016 20:35:27 |--| STATUS : OK |--| CODE : unc8w77g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Aparratte
26-02-2016 20:37:32 |--| STATUS : OK |--| CODE : g4uq72ns |--| RATE : RE-FR-SMS-300 |--| COMPTElogin : geoffrey3413
26-02-2016 20:50:20 |--| STATUS : OK |--| CODE : f753kgx4 |--| RATE : RE-FR-INTERNETPLUS-999 |--| COMPTElogin : bruce33
26-02-2016 20:54:15 |--| STATUS : OK |--| CODE : 3qdkmk2g |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
26-02-2016 20:55:25 |--| STATUS : OK |--| CODE : zp772mwg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
26-02-2016 20:56:16 |--| STATUS : OK |--| CODE : quwtwzfg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
26-02-2016 21:15:31 |--| STATUS : OK |--| CODE : eibte7ts |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Triangle3
26-02-2016 21:25:07 |--| STATUS : OK |--| CODE : ueqdk3ug |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
26-02-2016 21:25:31 |--| STATUS : OK |--| CODE : a39anwcg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
26-02-2016 21:26:38 |--| STATUS : OK |--| CODE : 8qur28wg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
26-02-2016 21:49:00 |--| STATUS : OK |--| CODE : ceiphhtg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
26-02-2016 21:54:11 |--| STATUS : OK |--| CODE : 7U97UEZG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : luckydusixhuit
26-02-2016 21:55:05 |--| STATUS : OK |--| CODE : TR7AWC3G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : luckydusixhuit
26-02-2016 21:58:36 |--| STATUS : OK |--| CODE :  ir4e6igg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
26-02-2016 21:59:51 |--| STATUS : OK |--| CODE : 33g6gaug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
26-02-2016 22:00:05 |--| STATUS : ERROR |--| CODE : kkilulwg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
26-02-2016 22:01:36 |--| STATUS : OK |--| CODE : dwhjupwg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
26-02-2016 22:02:23 |--| STATUS : OK |--| CODE :  gu9mwwug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
26-02-2016 22:03:15 |--| STATUS : ERROR |--| CODE : 33dll1fg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
26-02-2016 22:06:33 |--| STATUS : ERROR |--| CODE : l9ugljlg |--| RATE : RE-FR-AUDIOTEL-250 |--| COMPTElogin : Elyofia1
26-02-2016 22:07:14 |--| STATUS : ERROR |--| CODE : i9ugljlg |--| RATE : RE-FR-AUDIOTEL-250 |--| COMPTElogin : Elyofia1
26-02-2016 22:09:47 |--| STATUS : OK |--| CODE :  3z8e1u4g |--| RATE : RE-FR-AUDIOTEL-250 |--| COMPTElogin : Elyofia1
26-02-2016 22:12:30 |--| STATUS : OK |--| CODE :  39ttabkg |--| RATE : RE-FR-AUDIOTEL-250 |--| COMPTElogin : Elyofia1
26-02-2016 22:13:22 |--| STATUS : ERROR |--| CODE : ula3fgug |--| RATE : RE-FR-AUDIOTEL-250 |--| COMPTElogin : Elyofia1
26-02-2016 22:13:39 |--| STATUS : ERROR |--| CODE : uIa3fgug |--| RATE : RE-FR-AUDIOTEL-250 |--| COMPTElogin : Elyofia1
26-02-2016 22:13:47 |--| STATUS : ERROR |--| CODE : ula3fgug |--| RATE : RE-FR-AUDIOTEL-250 |--| COMPTElogin : Elyofia1
26-02-2016 22:15:47 |--| STATUS : OK |--| CODE : ubqu9mzg |--| RATE : RE-FR-AUDIOTEL-250 |--| COMPTElogin : Elyofia1
26-02-2016 22:38:07 |--| STATUS : OK |--| CODE : uu273rzg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
26-02-2016 23:03:52 |--| STATUS : OK |--| CODE : uf7kbulg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : plmpolpo
26-02-2016 23:34:00 |--| STATUS : OK |--| CODE : CV3B2PK4 |--| RATE : B2-CREDITCARD-2000 |--| COMPTElogin : NeyNey66740
26-02-2016 23:44:19 |--| STATUS : OK |--| CODE : 3779crug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:44:52 |--| STATUS : OK |--| CODE : zifb84hg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:45:22 |--| STATUS : OK |--| CODE : wa67qufg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:45:40 |--| STATUS : OK |--| CODE : labuuujg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:46:29 |--| STATUS : ERROR |--| CODE : tugf1u6g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:47:34 |--| STATUS : ERROR |--| CODE : tvgf1u6g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:47:59 |--| STATUS : OK |--| CODE : uinnjm4g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:48:20 |--| STATUS : ERROR |--| CODE : 4u788cmg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:48:45 |--| STATUS : ERROR |--| CODE : 4w788cmg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:49:19 |--| STATUS : ERROR |--| CODE : 4v788cmg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:49:38 |--| STATUS : OK |--| CODE : p42hicig |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:49:53 |--| STATUS : OK |--| CODE : m7zni1pg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:50:07 |--| STATUS : OK |--| CODE : 6ul1nnrg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:54:52 |--| STATUS : OK |--| CODE : 1ugf1u6g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
26-02-2016 23:55:32 |--| STATUS : ERROR |--| CODE : 4u788cmg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
27-02-2016 00:01:04 |--| STATUS : OK |--| CODE : tef77nlg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Skytex_
27-02-2016 00:23:38 |--| STATUS : ERROR |--| CODE : 5113248 |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Deft861
27-02-2016 00:25:38 |--| STATUS : OK |--| CODE : GYST4QD3 |--| RATE : EU-MAD-SMS-1080 |--| COMPTElogin : amineplzzzzz
27-02-2016 00:26:47 |--| STATUS : OK |--| CODE : G2FPHKSM |--| RATE : EU-MAD-SMS-1080 |--| COMPTElogin : amineplzzzzz
27-02-2016 00:27:31 |--| STATUS : OK |--| CODE : GGFRP8K3 |--| RATE : EU-MAD-SMS-1080 |--| COMPTElogin : amineplzzzzz
27-02-2016 00:32:15 |--| STATUS : OK |--| CODE : uawun1pg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : alan329
27-02-2016 00:33:27 |--| STATUS : OK |--| CODE : CYSDUWH4 |--| RATE : B2-CREDITCARD-2000 |--| COMPTElogin : Zeyfut
27-02-2016 00:33:29 |--| STATUS : OK |--| CODE : d7i1uaug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : alan329
27-02-2016 00:54:44 |--| STATUS : OK |--| CODE : Q9UEUFWG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 00:55:54 |--| STATUS : OK |--| CODE : DUJHEA7G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 00:56:54 |--| STATUS : OK |--| CODE : 4C4UFDRG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 00:58:40 |--| STATUS : ERROR |--| CODE : 74LW3MLG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 00:58:52 |--| STATUS : OK |--| CODE : 74NW3MNG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 00:59:57 |--| STATUS : OK |--| CODE : 69CCFTRG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 01:00:53 |--| STATUS : OK |--| CODE : LCER7GNG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 01:01:07 |--| STATUS : OK |--| CODE : hkhq6uts |--| RATE : RE-FR-SMS-200 |--| COMPTElogin : Daigora
27-02-2016 01:01:48 |--| STATUS : OK |--| CODE : GBUH6Z7G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 01:02:53 |--| STATUS : OK |--| CODE : QBKGIQ9G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 01:47:10 |--| STATUS : OK |--| CODE : TD43UG4G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 01:47:22 |--| STATUS : OK |--| CODE : D2ZZNCMG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 01:47:33 |--| STATUS : OK |--| CODE : HUGU7TRG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 02:13:08 |--| STATUS : OK |--| CODE : ZAW7D1WG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 02:13:26 |--| STATUS : OK |--| CODE : NEBL23TG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 02:13:51 |--| STATUS : OK |--| CODE : L1L4KULG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 02:14:31 |--| STATUS : OK |--| CODE : MZPKK4UG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 02:14:39 |--| STATUS : OK |--| CODE : NEKJJDCG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : mafia977
27-02-2016 03:27:58 |--| STATUS : OK |--| CODE : ea21ji7s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Nikki
27-02-2016 03:28:26 |--| STATUS : OK |--| CODE : hujuzuws |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Nikki
27-02-2016 03:29:10 |--| STATUS : OK |--| CODE : k8qtuews |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Nikki
27-02-2016 03:41:30 |--| STATUS : OK |--| CODE : agu4wfls |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Nikki
27-02-2016 03:45:43 |--| STATUS : OK |--| CODE : RMWER44G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 03:46:19 |--| STATUS : OK |--| CODE : ULIF67UG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 03:54:05 |--| STATUS : OK |--| CODE : btkjku7g |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Pyrate972
27-02-2016 04:24:26 |--| STATUS : OK |--| CODE : acu7klus |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Nikki
27-02-2016 04:24:47 |--| STATUS : OK |--| CODE : f44wu2rs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Nikki
27-02-2016 04:25:21 |--| STATUS : OK |--| CODE : 3f34ak8s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : Nikki
27-02-2016 10:19:46 |--| STATUS : OK |--| CODE : u7h1w9ag |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : darknigts
27-02-2016 10:20:46 |--| STATUS : OK |--| CODE : dumh7nfg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : darknigts
27-02-2016 11:04:15 |--| STATUS : OK |--| CODE : 84H8LI2G |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Antasto23
27-02-2016 11:05:50 |--| STATUS : OK |--| CODE : GEI3NP9G |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Antasto23
27-02-2016 11:07:09 |--| STATUS : OK |--| CODE : 7LZ937IG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Antasto23
27-02-2016 11:08:28 |--| STATUS : OK |--| CODE : CKNT26PF |--| RATE : B2-CREDITCARD-2000 |--| COMPTElogin : fils5633
27-02-2016 11:09:15 |--| STATUS : OK |--| CODE : D7WJUJTG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Antasto23
27-02-2016 11:10:34 |--| STATUS : OK |--| CODE : DZHPUKIG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Antasto23
27-02-2016 11:11:24 |--| STATUS : OK |--| CODE : C99M9BUG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Antasto23
27-02-2016 11:12:22 |--| STATUS : OK |--| CODE : 37QI6HFG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Antasto23
27-02-2016 11:13:13 |--| STATUS : OK |--| CODE : LTG7BEUG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Antasto23
27-02-2016 11:18:36 |--| STATUS : OK |--| CODE : kuqwub2g |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Siffleur69
27-02-2016 11:47:07 |--| STATUS : OK |--| CODE : tjuu6pls |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : timouweed
27-02-2016 11:48:41 |--| STATUS : OK |--| CODE : PZ7U654M |--| RATE : PAYSAFECARD-1000 |--| COMPTElogin : ggdngwada971
27-02-2016 11:50:06 |--| STATUS : OK |--| CODE : PT2MYBWN |--| RATE : PAYSAFECARD-1000 |--| COMPTElogin : ggdngwada971
27-02-2016 12:15:59 |--| STATUS : OK |--| CODE : w7uw64ws |--| RATE : RE-FR-SMS-300 |--| COMPTElogin : foumil
27-02-2016 12:16:18 |--| STATUS : ERROR |--| CODE : y8iy53yt |--| RATE : RE-FR-SMS-300 |--| COMPTElogin : foumil
27-02-2016 12:42:02 |--| STATUS : OK |--| CODE : 9u7pjpwg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : alan54200
27-02-2016 12:42:48 |--| STATUS : OK |--| CODE : wwht8ipg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : alan54200
27-02-2016 12:45:11 |--| STATUS : OK |--| CODE : rfpcub7g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
27-02-2016 12:45:22 |--| STATUS : OK |--| CODE : tiidadwg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Elyofia1
27-02-2016 13:11:06 |--| STATUS : OK |--| CODE : u9b7kdfg |--| RATE : RE-BE-AUDIOTEL-225 |--| COMPTElogin : Pixel001
27-02-2016 13:16:03 |--| STATUS : OK |--| CODE : a6c3um4g |--| RATE : RE-BE-AUDIOTEL-225 |--| COMPTElogin : Pixel001
27-02-2016 13:19:45 |--| STATUS : OK |--| CODE : mra6hmwg |--| RATE : RE-BE-AUDIOTEL-225 |--| COMPTElogin : Pixel001
27-02-2016 13:27:06 |--| STATUS : OK |--| CODE : a1knujfg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : petitnolife54
27-02-2016 13:27:45 |--| STATUS : OK |--| CODE : 6irimbeg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : petitnolife54
27-02-2016 13:28:00 |--| STATUS : OK |--| CODE : r78la4mg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : petitnolife54
27-02-2016 13:28:13 |--| STATUS : OK |--| CODE : 7dk8uf6g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : petitnolife54
27-02-2016 13:28:25 |--| STATUS : OK |--| CODE : qi9uu6jg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : petitnolife54
27-02-2016 13:29:39 |--| STATUS : OK |--| CODE : 47f8k8ng |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : jasondevaux
27-02-2016 13:33:34 |--| STATUS : OK |--| CODE : CMUSGHPJ |--| RATE : B2-CREDITCARD-500 |--| COMPTElogin : goodso
27-02-2016 13:40:15 |--| STATUS : OK |--| CODE : C2PTRBWZ |--| RATE : B2-CREDITCARD-150 |--| COMPTElogin : goodso
27-02-2016 13:49:38 |--| STATUS : OK |--| CODE : 7wilgu6s |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : goodso
27-02-2016 14:20:36 |--| STATUS : OK |--| CODE : F1945L9P |--| RATE : RE-FR-INTERNETPLUS-999 |--| COMPTElogin : ggdngwada971
27-02-2016 14:48:36 |--| STATUS : OK |--| CODE : NXT2MDEZ |--| RATE : NEOSURF-1500 |--| COMPTElogin : blouette
27-02-2016 14:59:59 |--| STATUS : OK |--| CODE : jzuee33s. |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : kais2411
27-02-2016 15:00:08 |--| STATUS : OK |--| CODE : 2iwfpugs |--| RATE : RE-FR-SMS-150 |--| COMPTElogin : Erwann17
27-02-2016 15:01:52 |--| STATUS : OK |--| CODE : NFN8WXHM |--| RATE : NEOSURF-1500 |--| COMPTElogin : azerm
27-02-2016 15:26:46 |--| STATUS : OK |--| CODE : rw6pu1pg |--| RATE : RE-CA-AUDIOTEL-700 |--| COMPTElogin : justin12142
27-02-2016 15:34:40 |--| STATUS : ERROR |--| CODE : ZDDW8N9G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 15:34:54 |--| STATUS : ERROR |--| CODE : ZDDW8N9G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 15:35:15 |--| STATUS : ERROR |--| CODE : ZDDW8L9G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 15:35:22 |--| STATUS : ERROR |--| CODE : ZDDW8M9G |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 15:35:34 |--| STATUS : ERROR |--| CODE : FCR1B1A |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 15:35:39 |--| STATUS : ERROR |--| CODE : FCR1B1AG |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Pyrate972
27-02-2016 15:35:42 |--| STATUS : OK |--| CODE : qwbfmw4g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Bistouquette85230
27-02-2016 15:36:38 |--| STATUS : OK |--| CODE : 78nwtk7g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Bistouquette85230
27-02-2016 15:45:13 |--| STATUS : OK |--| CODE : j8ui28ug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : babame
27-02-2016 15:45:21 |--| STATUS : OK |--| CODE : czlgjzdg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : babame
27-02-2016 15:45:31 |--| STATUS : OK |--| CODE : 7wf7ejpg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : babame
27-02-2016 15:45:37 |--| STATUS : OK |--| CODE : fug3kbug |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : babame
27-02-2016 15:51:59 |--| STATUS : ERROR |--| CODE : tuneuhms |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : kamilstifler
27-02-2016 15:52:17 |--| STATUS : OK |--| CODE : tuneumhs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : kamilstifler
27-02-2016 15:52:58 |--| STATUS : OK |--| CODE : pl1nguks |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : kamilstifler
27-02-2016 16:17:10 |--| STATUS : OK |--| CODE : 7fu3uu7s |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : kamilstifler
27-02-2016 16:17:42 |--| STATUS : OK |--| CODE : hnaq1qzs |--| RATE : RE-FR-SMS-450 |--| COMPTElogin : kamilstifler
27-02-2016 16:20:12 |--| STATUS : OK |--| CODE : RWAURKHG |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Antasto23
27-02-2016 16:21:54 |--| STATUS : OK |--| CODE : jjig47rg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Jixiz
27-02-2016 16:22:47 |--| STATUS : OK |--| CODE : kmucmadg |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Jixiz
27-02-2016 16:23:39 |--| STATUS : OK |--| CODE : c4url77g |--| RATE : RE-FR-AUDIOTEL-300 |--| COMPTElogin : Jixiz
27-02-2016 16:25:08 |--| STATUS : OK |--| CODE : ejf98iug |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Jixiz
27-02-2016 16:26:24 |--| STATUS : OK |--| CODE : 71ngchjg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : Jixiz
27-02-2016 16:36:10 |--| STATUS : OK |--| CODE : CK6EXQ4V |--| RATE : B2-CREDITCARD-1500 |--| COMPTElogin : quentinlenicois5
27-02-2016 16:41:06 |--| STATUS : OK |--| CODE : CGEJHQXB |--| RATE : B2-CREDITCARD-6000 |--| COMPTElogin : luphix
27-02-2016 16:44:54 |--| STATUS : OK |--| CODE : n2uzw9js |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : kamaboko41
27-02-2016 16:47:25 |--| STATUS : OK |--| CODE : 7ftkfnts |--| RATE : RE-BE-SMS-300 |--| COMPTElogin : kamaboko41
27-02-2016 16:50:04 |--| STATUS : OK |--| CODE : cl171n7g |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
27-02-2016 16:52:25 |--| STATUS : OK |--| CODE : ag7uedwg |--| RATE : RE-FR-AUDIOTEL-200 |--| COMPTElogin : njeahssss
